-72.997,1.1532,43.744,78.169,-88.416,-149.22,10.913,1058.3
-8.7767,2.3064,45.599,39.085,84.707,-150.73,42.361,1492.4
87.445,3.4594,35.778,156.34,7.1465,117.01,-17.151,1403.9
63.328,4.6124,11.947,-117.25,-31.402,-276.42,-3.9884,1308.6
24.93,5.7651,48.586,-156.34,-110.97,-47.533,-28.433,1314.7
128.86,6.9176,26.615,78.169,52.166,-124.29,23.879,951.15
-25.315,8.0699,-28.189,156.34,36.01,-281.43,4.7584,1218.2
-74.398,9.2218,54.637,117.25,8.5285,215.97,-39.33,1057.2
12.178,10.373,62.918,0,-55.081,-289.04,-24.172,1374.4
-175.49,11.525,38.702,-156.34,-6.5471,-262.59,9.8977,1134.4
45.193,12.675,36.188,39.085,3.2346,199.05,24.824,1129.7
-55.339,13.825,58.574,0,-83.51,-249.55,-5.8728,1145.6
35.083,14.975,-16.582,-78.169,52.693,264.79,-34.576,1120
4.1544,16.124,-61.846,117.25,-86.255,-231.69,-69.071,1323
-4.4465,17.273,41.524,-39.085,-122.18,253.79,-45.856,1258.3
67.632,18.42,21.251,39.085,-58.769,182.85,-44.197,1216.4
73.806,19.567,18.637,-117.25,14.751,241.29,-32.993,1358.2
155.86,20.714,-56.144,-156.34,136.12,54.347,68.944,787.66
-60.633,21.859,-44.267,-78.169,-89.555,-203.72,26.823,1073.2
9.3028,23.004,41.949,-78.169,-7.4489,-62.207,-62.534,1381.3
2.3312,24.147,-37.849,117.25,103.86,77.73,41.038,1412.3
-30.822,25.29,-57.279,-39.085,119.64,-74.467,26.376,1131.9
74.969,26.432,56.93,39.085,6.6475,111.29,51.774,1429.3
82.858,27.572,-8.7577,-117.25,-59.8,-52.632,4.4121,1395.2
138.09,28.712,-20.848,-39.085,53.529,216.63,39.127,1111.3
59.607,29.85,-60.17,-78.169,33.676,274.31,2.4223,1228.6
75.087,30.988,-13.917,-39.085,-34.644,299.98,-69.989,1597.3
-29.487,32.124,33.549,117.25,31.418,164.45,28.561,1219.7
-12.223,33.258,-18.203,156.34,19.731,100.38,17.063,1233.4
42.319,34.392,-33.728,-0,170.71,-41.148,16.591,1170.4
51.177,35.524,-30.841,39.085,-86.329,-232.01,-105.04,792.08
-56.937,36.655,25.504,78.169,40.954,229.94,-46.665,1094.4
29.799,37.784,-10.32,117.25,31.317,3.6833,14.81,1210.7
42.919,38.912,-61.637,-39.085,-64.179,294.52,-38.293,1084
-57.909,40.038,-50.593,-78.169,-61.764,219.64,-16.149,1281
156.88,41.163,-8.7292,-39.085,166.62,-121.14,63.674,1007.2
-68.867,42.286,37.606,78.169,67.744,117.33,-5.3734,1218
-4.5422,43.407,63.317,39.085,-77.028,-291.56,19.807,1107.3
-101.51,44.527,19.158,-39.085,40.681,191.39,23.083,1108.8
-74.129,45.644,-45.258,117.25,-91.987,125.54,-63.503,1172.6
-60.167,46.761,-3.5928,78.169,11.439,130.32,1.5891,1255.9
-24.877,47.875,10.556,156.34,43.528,82.032,54.262,1216.2
-32.451,48.987,6.6741,-156.34,94.612,188.43,28.001,1353.9
-34.722,50.098,-59.189,156.34,30.992,126.94,3.8563,1283.8
49.646,51.206,13.074,39.085,-139.97,-213.38,-3.8861,1405
42.472,52.312,12.556,78.169,23.723,-24.642,55.059,1221.7
-102.55,53.417,-12.259,0,18.582,-24.025,-4.7205,1257.1
18.093,54.519,-57.935,-39.085,29.508,-34.051,-48.822,1169.4
60.823,55.619,65.024,-156.34,2.339,-231.35,83.013,1180
-16.507,56.717,65.511,78.169,-41.241,109.77,57.65,1259.8
-16.057,57.813,69.185,-117.25,-103.34,-66.551,9.114,1207.6
-8.2976,58.906,-11.134,117.25,-20.469,-132.18,-79.691,1374.9
39.753,59.997,12.622,-156.34,13.052,-196.83,108.69,1512.5
40.834,61.086,43.541,156.34,-6.6661,43.812,-99.455,950.31
-24.329,62.172,-35.473,-39.085,-81.127,-36.98,93.791,1277.4
82.469,63.256,-38.284,-78.169,120.67,-112.93,-18.266,1315.2
-12.35,64.337,19.838,-156.34,52.263,251.63,14.727,1182.3
-26.916,65.416,-15.058,156.34,11.806,-178.07,59.892,1202.2
-82.118,66.492,-17.572,-39.085,-43.807,-46.658,-128.86,1282.6
21.131,67.565,36.763,-39.085,-38.462,116.68,26.628,1275.9
69.299,68.636,54.696,-78.169,-80.035,-271.75,-6.8148,1202.3
64.778,69.705,63.036,-78.169,-73.617,-189.69,41.318,1333.3
1.3682,70.77,58.982,-117.25,-30.859,-7.6611,70.764,1072.2
-86.985,71.833,57.009,-78.169,-39.568,289.76,18.991,1148.4
-49.182,72.892,-10.5,-39.085,27.6,172.56,68.452,1120.3
32.106,73.949,52.829,0,-45.872,-236.63,-15.862,1307.7
-58.28,75.003,23.276,-78.169,-196.24,-92.002,-93.793,857.6
-104.98,76.054,-56.344,156.34,-135.08,-138.05,-77.161,1631.6
-29.226,77.102,6.5109,-156.34,106.83,-123.38,-26.031,1348.6
-60.894,78.147,17.004,-117.25,61.227,87.733,-82.788,1333.2
5.8922,79.189,-31.91,39.085,-28.764,10.344,-58.74,1314.7
-24.257,80.228,10.301,39.085,26.658,-17.626,58.626,1201.4
28.538,81.264,57.986,-78.169,41.512,-149.68,110.79,1471.1
